Cluster	GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0019081	0.643229425	1.007513854	0.993079585	1	14	viral translation	0.957961375	ENSG00000138385	SSB
D	GO:0030206	0.643229425	1.007513854	0.993079585	1	14	chondroitin sulfate biosynthetic process	0.957961375	ENSG00000122863	CHST3
D	GO:0030318	0.643229425	1.007513854	0.993079585	1	14	melanocyte differentiation	0.957961375	ENSG00000058056	USP13
D	GO:0030728	0.643229425	1.007513854	0.993079585	1	14	ovulation	0.957961375	ENSG00000163083	INHBB
D	GO:0030859	0.643229425	1.007513854	0.993079585	1	14	polarized epithelial cell differentiation	0.957961375	ENSG00000100092	SH3BP1
D	GO:0031640	0.643229425	1.007513854	0.993079585	1	14	killing of cells of other organism	0.957961375	ENSG00000090382	LYZ
D	GO:0033194	0.643229425	1.007513854	0.993079585	1	14	response to hydroperoxide	0.957961375	ENSG00000008394	MGST1
D	GO:0033539	0.643229425	1.007513854	0.993079585	1	14	fatty acid beta-oxidation using acyl-CoA dehydrogenase	0.957961375	ENSG00000128928	IVD
D	GO:0033540	0.643229425	1.007513854	0.993079585	1	14	fatty acid beta-oxidation using acyl-CoA oxidase	0.957961375	ENSG00000198721	ECI2
D	GO:0033622	0.643229425	1.007513854	0.993079585	1	14	integrin activation	0.957961375	ENSG00000115414	FN1
D	GO:0033750	0.643229425	1.007513854	0.993079585	1	14	ribosome localization	0.957961375	ENSG00000181163	NPM1
D	GO:0035089	0.643229425	1.007513854	0.993079585	1	14	establishment of apical/basal cell polarity	0.957961375	ENSG00000100092	SH3BP1
D	GO:0035357	0.643229425	1.007513854	0.993079585	1	14	peroxisome proliferator activated receptor signaling pathway	0.957961375	ENSG00000067992	PDK3
D	GO:0042359	0.643229425	1.007513854	0.993079585	1	14	vitamin D metabolic process	0.957961375	ENSG00000100600	LGMN
D	GO:0043267	0.643229425	1.007513854	0.993079585	1	14	negative regulation of potassium ion transport	0.957961375	ENSG00000175538	KCNE3
D	GO:0044331	0.643229425	1.007513854	0.993079585	1	14	cell-cell adhesion mediated by cadherin	0.957961375	ENSG00000139880	CDH24
D	GO:0044364	0.643229425	1.007513854	0.993079585	1	14	disruption of cells of other organism	0.957961375	ENSG00000090382	LYZ
D	GO:0044550	0.643229425	1.007513854	0.993079585	1	14	secondary metabolite biosynthetic process	0.957961375	ENSG00000164039	BDH2
D	GO:0045649	0.643229425	1.007513854	0.993079585	1	14	regulation of macrophage differentiation	0.957961375	ENSG00000115738	ID2
D	GO:0046514	0.643229425	1.007513854	0.993079585	1	14	ceramide catabolic process	0.957961375	ENSG00000162139	NEU3
D	GO:0048311	0.643229425	1.007513854	0.993079585	1	14	mitochondrion distribution	0.957961375	ENSG00000115993	TRAK2
D	GO:0048569	0.643229425	1.007513854	0.993079585	1	14	post-embryonic animal organ development	0.957961375	ENSG00000127152	BCL11B
D	GO:0048820	0.643229425	1.007513854	0.993079585	1	14	hair follicle maturation	0.957961375	ENSG00000104884	ERCC2
D	GO:0050433	0.643229425	1.007513854	0.993079585	1	14	regulation of catecholamine secretion	0.957961375	ENSG00000171873	ADRA1D
D	GO:0050996	0.643229425	1.007513854	0.993079585	1	14	positive regulation of lipid catabolic process	0.957961375	ENSG00000110090	CPT1A
D	GO:0051895	0.643229425	1.007513854	0.993079585	1	14	negative regulation of focal adhesion assembly	0.957961375	ENSG00000179051	RCC2
D	GO:0060143	0.643229425	1.007513854	0.993079585	1	14	positive regulation of syncytium formation by plasma membrane fusion	0.957961375	ENSG00000134072	CAMK1
D	GO:0060384	0.643229425	1.007513854	0.993079585	1	14	innervation	0.957961375	ENSG00000198799	LRIG2
D	GO:0061003	0.643229425	1.007513854	0.993079585	1	14	positive regulation of dendritic spine morphogenesis	0.957961375	ENSG00000157193	LRP8
D	GO:0070920	0.643229425	1.007513854	0.993079585	1	14	regulation of production of small RNA involved in gene silencing by RNA	0.957961375	ENSG00000125378	BMP4
D	GO:0071711	0.643229425	1.007513854	0.993079585	1	14	basement membrane organization	0.957961375	ENSG00000099953	MMP11
D	GO:0071875	0.643229425	1.007513854	0.993079585	1	14	adrenergic receptor signaling pathway	0.957961375	ENSG00000171873	ADRA1D
D	GO:0090069	0.643229425	1.007513854	0.993079585	1	14	regulation of ribosome biogenesis	0.957961375	ENSG00000119285	HEATR1
D	GO:0090656	0.643229425	1.007513854	0.993079585	1	14	t-circle formation	0.957961375	ENSG00000138346	DNA2
D	GO:0090737	0.643229425	1.007513854	0.993079585	1	14	telomere maintenance via telomere trimming	0.957961375	ENSG00000138346	DNA2
D	GO:0098787	0.643229425	1.007513854	0.993079585	1	14	mRNA cleavage involved in mRNA processing	0.957961375	ENSG00000177613	CSTF2T
D	GO:1903358	0.643229425	1.007513854	0.993079585	1	14	regulation of Golgi organization	0.957961375	ENSG00000118200	CAMSAP2
D	GO:1904262	0.643229425	1.007513854	0.993079585	1	14	negative regulation of TORC1 signaling	0.957961375	ENSG00000149212	SESN3
D	GO:2000050	0.643229425	1.007513854	0.993079585	1	14	regulation of non-canonical Wnt signaling pathway	0.957961375	ENSG00000183579	ZNRF3
D	GO:2000269	0.643229425	1.007513854	0.993079585	1	14	regulation of fibroblast apoptotic process	0.957961375	ENSG00000015475	BID
D	GO:2001032	0.643229425	1.007513854	0.993079585	1	14	regulation of double-strand break repair via nonhomologous end joining	0.957961375	ENSG00000161010	C5orf45
D	GO:0007623	0.643303604	0.920044698	9.71799308	9	137	circadian rhythm	0.957961375	"ENSG00000101444,ENSG00000109255,ENSG00000109819,ENSG00000110090,ENSG00000115738,ENSG00000132382,ENSG00000135446,ENSG00000152455,ENSG00000253729"	"AHCY,NMU,PPARGC1A,CPT1A,ID2,MYBBP1A,CDK4,SUV39H2,PRKDC"
D	GO:0018107	0.643734206	0.91314782	6.525951557	6	92	peptidyl-threonine phosphorylation	0.958383237	"ENSG00000084774,ENSG00000101144,ENSG00000103888,ENSG00000134072,ENSG00000166851,ENSG00000177602"	"CAD,BMP7,CEMIP,CAMK1,PLK1,GSG2"
D	GO:2001233	0.644037392	0.937122769	22.2733564	21	314	regulation of apoptotic signaling pathway	0.958526717	"ENSG00000012048,ENSG00000015475,ENSG00000026103,ENSG00000064545,ENSG00000073536,ENSG00000090447,ENSG00000108179,ENSG00000109861,ENSG00000114126,ENSG00000117862,ENSG00000125378,ENSG00000126602,ENSG00000132436,ENSG00000137713,ENSG00000143799,ENSG00000148985,ENSG00000163083,ENSG00000165060,ENSG00000165490,ENSG00000180228,ENSG00000188976"	"BRCA1,BID,FAS,TMEM161A,NLE1,TFAP4,PPIF,CTSC,TFDP2,TXNDC12,BMP4,TRAP1,FIGNL1,PPP2R1B,PARP1,PGAP2,INHBB,FXN,DDIAS,PRKRA,NOC2L"
D	GO:0045444	0.644125239	0.921404973	10.78200692	10	152	fat cell differentiation	0.958526717	"ENSG00000099953,ENSG00000107485,ENSG00000109819,ENSG00000115738,ENSG00000134243,ENSG00000150347,ENSG00000163083,ENSG00000173145,ENSG00000180694,ENSG00000188735"	"MMP11,GATA3,PPARGC1A,ID2,SORT1,ARID5B,INHBB,NOC3L,TMEM64,TMEM120B"
D	GO:0007548	0.645204829	0.922506418	11.84602076	11	167	sex differentiation	0.959913702	"ENSG00000005073,ENSG00000008394,ENSG00000070018,ENSG00000078399,ENSG00000095002,ENSG00000100625,ENSG00000102678,ENSG00000107485,ENSG00000150347,ENSG00000163083,ENSG00000196139"	"HOXA11,MGST1,LRP6,HOXA9,MSH2,SIX4,FGF9,GATA3,ARID5B,INHBB,AKR1C3"
D	GO:0035295	0.647003469	0.951017852	47.02941176	45	663	tube development	0.962369586	"ENSG00000005073,ENSG00000005981,ENSG00000009709,ENSG00000012048,ENSG00000027869,ENSG00000048342,ENSG00000065320,ENSG00000069248,ENSG00000069702,ENSG00000070018,ENSG00000075239,ENSG00000091583,ENSG00000092847,ENSG00000100625,ENSG00000100714,ENSG00000101144,ENSG00000101346,ENSG00000102678,ENSG00000103494,ENSG00000104290,ENSG00000106305,ENSG00000106804,ENSG00000107485,ENSG00000115053,ENSG00000115414,ENSG00000115415,ENSG00000115738,ENSG00000116874,ENSG00000125378,ENSG00000125850,ENSG00000135250,ENSG00000137509,ENSG00000138061,ENSG00000138639,ENSG00000139292,ENSG00000143013,ENSG00000143147,ENSG00000157212,ENSG00000160867,ENSG00000162599,ENSG00000165025,ENSG00000172819,ENSG00000182580,ENSG00000183943,ENSG00000204852"	"HOXA11,ASB4,PAX7,BRCA1,SH2D2A,CC2D2A,NTN1,NUP133,TGFBR3,LRP6,ACAT1,APOH,AGO1,SIX4,MTHFD1,BMP7,POFUT1,FGF9,RPGRIP1L,FZD3,AIMP2,C5,GATA3,NCL,FN1,STAT1,ID2,WARS2,BMP4,OVOL2,SRPK2,PRCP,CYP1B1,ARHGAP24,LGR5,LMO4,GPR161,PAXIP1,FGFR4,NFIA,SYK,RARG,EPHB3,PRKX,TCTN1"
D	GO:0007338	0.649823055	0.90280595	4.397923875	4	62	single fertilization	0.965680402	"ENSG00000005073,ENSG00000078399,ENSG00000138031,ENSG00000166226"	"HOXA11,HOXA9,ADCY3,CCT2"
D	GO:0048144	0.649823055	0.90280595	4.397923875	4	62	fibroblast proliferation	0.965680402	"ENSG00000115414,ENSG00000135446,ENSG00000136104,ENSG00000253729"	"FN1,CDK4,RNASEH2B,PRKDC"
D	GO:0050772	0.649823055	0.90280595	4.397923875	4	62	positive regulation of axonogenesis	0.965680402	"ENSG00000065320,ENSG00000115414,ENSG00000143320,ENSG00000181754"	"NTN1,FN1,CRABP2,AMIGO1"
D	GO:0051298	0.649823055	0.90280595	4.397923875	4	62	centrosome duplication	0.965680402	"ENSG00000012048,ENSG00000072864,ENSG00000156876,ENSG00000181163"	"BRCA1,NDE1,SASS6,NPM1"
D	GO:0043269	0.651875506	0.933762979	23.4083045	22	330	regulation of ion transport	0.96706587	"ENSG00000069535,ENSG00000083454,ENSG00000100433,ENSG00000101188,ENSG00000103888,ENSG00000104369,ENSG00000105711,ENSG00000108179,ENSG00000108961,ENSG00000108984,ENSG00000109819,ENSG00000110108,ENSG00000149596,ENSG00000163823,ENSG00000164588,ENSG00000165025,ENSG00000170379,ENSG00000171873,ENSG00000175538,ENSG00000181754,ENSG00000198216,ENSG00000213366"	"MAOB,P2RX5,KCNK10,NTSR1,CEMIP,JPH1,SCN1B,PPIF,RANGRF,MAP2K6,PPARGC1A,TMEM109,JPH2,CCR1,HCN1,SYK,TCAF2,ADRA1D,KCNE3,AMIGO1,CACNA1E,GSTM2"
D	GO:0006694	0.651928349	0.912826542	9.788927336	9	138	steroid biosynthetic process	0.96706587	"ENSG00000064703,ENSG00000075239,ENSG00000109819,ENSG00000146233,ENSG00000149809,ENSG00000159348,ENSG00000160867,ENSG00000162344,ENSG00000196139"	"DDX20,ACAT1,PPARGC1A,CYP39A1,TM7SF2,CYB5R1,FGFR4,FGF19,AKR1C3"
D	GO:0060047	0.651928349	0.912826542	9.788927336	9	138	heart contraction	0.96706587	"ENSG00000105711,ENSG00000108961,ENSG00000108984,ENSG00000109255,ENSG00000113569,ENSG00000114854,ENSG00000134716,ENSG00000175538,ENSG00000213366"	"SCN1B,RANGRF,MAP2K6,NMU,NUP155,TNNC1,CYP2J2,KCNE3,GSTM2"
D	GO:0043487	0.65232254	0.914875248	10.85294118	10	153	regulation of RNA stability	0.96706587	"ENSG00000077348,ENSG00000088247,ENSG00000100823,ENSG00000119335,ENSG00000120699,ENSG00000130713,ENSG00000130826,ENSG00000142864,ENSG00000168646,ENSG00000181163"	"EXOSC5,KHSRP,APEX1,SET,EXOSC8,EXOSC2,DKC1,SERBP1,AXIN2,NPM1"
D	GO:1901564	0.654110866	0.973920666	356.9411765	352	5032	organonitrogen compound metabolic process	0.96706587	"ENSG00000001036,ENSG00000003989,ENSG00000005100,ENSG00000005981,ENSG00000006625,ENSG00000008394,ENSG00000009709,ENSG00000009954,ENSG00000012048,ENSG00000015475,ENSG00000020426,ENSG00000020922,ENSG00000021355,ENSG00000026103,ENSG00000030066,ENSG00000035681,ENSG00000044446,ENSG00000048028,ENSG00000049323,ENSG00000053900,ENSG00000056050,ENSG00000058056,ENSG00000058804,ENSG00000059573,ENSG00000062282,ENSG00000064601,ENSG00000067704,ENSG00000067992,ENSG00000069248,ENSG00000069535,ENSG00000069702,ENSG00000070018,ENSG00000070061,ENSG00000071794,ENSG00000072571,ENSG00000073536,ENSG00000074696,ENSG00000075239,ENSG00000076248,ENSG00000076351,ENSG00000077684,ENSG00000079150,ENSG00000079387,ENSG00000082516,ENSG00000084774,ENSG00000085276,ENSG00000085871,ENSG00000087053,ENSG00000087299,ENSG00000088247,ENSG00000088305,ENSG00000089053,ENSG00000090382,ENSG00000090447,ENSG00000091583,ENSG00000092847,ENSG00000095002,ENSG00000096063,ENSG00000097046,ENSG00000099953,ENSG00000100116,ENSG00000100350,ENSG00000100490,ENSG00000100526,ENSG00000100600,ENSG00000100714,ENSG00000100814,ENSG00000101144,ENSG00000101346,ENSG00000101347,ENSG00000101444,ENSG00000101695,ENSG00000101871,ENSG00000101911,ENSG00000102096,ENSG00000102678,ENSG00000102743,ENSG00000102967,ENSG00000103037,ENSG00000103365,ENSG00000103888,ENSG00000104341,ENSG00000104835,ENSG00000104884,ENSG00000105202,ENSG00000105364,ENSG00000105552,ENSG00000105647,ENSG00000106080,ENSG00000106305,ENSG00000106804,ENSG00000107485,ENSG00000107719,ENSG00000107949,ENSG00000108179,ENSG00000108375,ENSG00000108561,ENSG00000108984,ENSG00000109323,ENSG00000109819,ENSG00000109861,ENSG00000110090,ENSG00000110107,ENSG00000110169,ENSG00000110171,ENSG00000110721,ENSG00000111142,ENSG00000111144,ENSG00000111358,ENSG00000111716,ENSG00000112186,ENSG00000112208,ENSG00000112992,ENSG00000112996,ENSG00000113569,ENSG00000114054,ENSG00000114491,ENSG00000114686,ENSG00000115053,ENSG00000115363,ENSG00000115414,ENSG00000115687,ENSG00000115825,ENSG00000115993,ENSG00000116120,ENSG00000116221,ENSG00000116337,ENSG00000116649,ENSG00000116750,ENSG00000116874,ENSG00000116984,ENSG00000117593,ENSG00000117650,ENSG00000119227,ENSG00000119335,ENSG00000119599,ENSG00000121064,ENSG00000122863,ENSG00000123297,ENSG00000123836,ENSG00000123992,ENSG00000124802,ENSG00000125378,ENSG00000125454,ENSG00000125703,ENSG00000125901,ENSG00000126602,ENSG00000128050,ENSG00000128059,ENSG00000128626,ENSG00000128683,ENSG00000128694,ENSG00000128928,ENSG00000129103,ENSG00000130005,ENSG00000130304,ENSG00000130768,ENSG00000131238,ENSG00000131368,ENSG00000131771,ENSG00000132300,ENSG00000132436,ENSG00000132646,ENSG00000132746,ENSG00000132763,ENSG00000132768,ENSG00000133706,ENSG00000133943,ENSG00000134001,ENSG00000134072,ENSG00000134202,ENSG00000135069,ENSG00000135250,ENSG00000135446,ENSG00000135913,ENSG00000135972,ENSG00000137168,ENSG00000137509,ENSG00000137513,ENSG00000137563,ENSG00000137673,ENSG00000137692,ENSG00000137745,ENSG00000138031,ENSG00000138074,ENSG00000138095,ENSG00000138363,ENSG00000138642,ENSG00000138646,ENSG00000138750,ENSG00000139684,ENSG00000140395,ENSG00000140905,ENSG00000141030,ENSG00000141337,ENSG00000143147,ENSG00000143149,ENSG00000143179,ENSG00000143382,ENSG00000143674,ENSG00000143799,ENSG00000144231,ENSG00000144381,ENSG00000144647,ENSG00000144730,ENSG00000145194,ENSG00000145337,ENSG00000145604,ENSG00000145912,ENSG00000146223,ENSG00000147586,ENSG00000148702,ENSG00000148985,ENSG00000149474,ENSG00000150347,ENSG00000152234,ENSG00000152455,ENSG00000152556,ENSG00000152620,ENSG00000152782,ENSG00000152944,ENSG00000152953,ENSG00000153107,ENSG00000153574,ENSG00000154328,ENSG00000155760,ENSG00000155850,ENSG00000155893,ENSG00000156469,ENSG00000156471,ENSG00000156521,ENSG00000156970,ENSG00000157077,ENSG00000157193,ENSG00000157212,ENSG00000157399,ENSG00000157911,ENSG00000158042,ENSG00000158050,ENSG00000158321,ENSG00000159063,ENSG00000159131,ENSG00000159423,ENSG00000160710,ENSG00000160803,ENSG00000160867,ENSG00000161010,ENSG00000162139,ENSG00000162174,ENSG00000162227,ENSG00000162344,ENSG00000163002,ENSG00000163013,ENSG00000163083,ENSG00000163629,ENSG00000163655,ENSG00000163823,ENSG00000163864,ENSG00000163938,ENSG00000164024,ENSG00000164039,ENSG00000164109,ENSG00000164904,ENSG00000164934,ENSG00000165025,ENSG00000165060,ENSG00000165283,ENSG00000165572,ENSG00000165672,ENSG00000165905,ENSG00000166033,ENSG00000166197,ENSG00000166278,ENSG00000166681,ENSG00000166851,ENSG00000166886,ENSG00000166897,ENSG00000167272,ENSG00000167792,ENSG00000168116,ENSG00000168291,ENSG00000168301,ENSG00000168395,ENSG00000168646,ENSG00000168765,ENSG00000169021,ENSG00000169062,ENSG00000169288,ENSG00000169299,ENSG00000170264,ENSG00000170275,ENSG00000170500,ENSG00000170542,ENSG00000171056,ENSG00000171262,ENSG00000171873,ENSG00000172269,ENSG00000172878,ENSG00000173674,ENSG00000173726,ENSG00000174684,ENSG00000174989,ENSG00000175054,ENSG00000175110,ENSG00000175305,ENSG00000175792,ENSG00000175920,ENSG00000176974,ENSG00000177383,ENSG00000177602,ENSG00000178409,ENSG00000178802,ENSG00000178921,ENSG00000180228,ENSG00000180817,ENSG00000180902,ENSG00000181163,ENSG00000182551,ENSG00000182580,ENSG00000182973,ENSG00000183579,ENSG00000183943,ENSG00000184489,ENSG00000184500,ENSG00000184661,ENSG00000185414,ENSG00000185420,ENSG00000186088,ENSG00000186318,ENSG00000186603,ENSG00000186854,ENSG00000188690,ENSG00000188976,ENSG00000189091,ENSG00000196151,ENSG00000196177,ENSG00000196305,ENSG00000196363,ENSG00000196547,ENSG00000197121,ENSG00000197249,ENSG00000198799,ENSG00000198890,ENSG00000205268,ENSG00000205403,ENSG00000213366,ENSG00000214160,ENSG00000234129,ENSG00000241484,ENSG00000243902,ENSG00000253729,ENSG00000254093,ENSG00000255072,ENSG00000255561,ENSG00000266094,ENSG00000268173,ENSG00000280657"	"FUCA2,SLC7A2,DHX33,ASB4,GGCT,MGST1,PAX7,BAZ1B,BRCA1,BID,MNAT1,MRE11A,SERPINB1,FAS,NUP160,NSMAF,PHKA2,USP28,LTBP1,ANAPC4,C4orf27,USP13,NDC1,ALDH18A1,DGAT2,CTSA,IARS2,PDK3,NUP133,MAOB,TGFBR3,LRP6,IKBKAP,HLTF,HMMR,NLE1,PTPLAD1,ACAT1,UNG,SLC46A1,JADE1,FKBP7,SENP1,GEMIN5,CAD,MECOM,MGST2,MTMR2,L2HGDH,KHSRP,DNMT3B,ANAPC5,LYZ,TFAP4,APOH,AGO1,MSH2,SRPK1,CDC7,MMP11,GCAT,FOXRED2,CDKL1,CDKN3,LGMN,MTHFD1,CCNB1IP1,BMP7,POFUT1,SAMHD1,AHCY,RNF125,MID1,PRPS2,PIM2,FGF9,SLC25A15,DHODH,SETD6,GGA2,CEMIP,LAPTM4B,SARS2,ERCC2,FBL,MRPL4,BCAT2,PIK3R2,FKBP14,AIMP2,C5,GATA3,PALD1,BCCIP,PPIF,RNF43,C1QBP,MAP2K6,MANBA,PPARGC1A,CTSC,CPT1A,PRPF19,HPX,TRIM3,CHKA,METAP2,LTA4H,GTF2H3,LDHB,CAP2,BAG2,NNT,MRPS30,NUP155,PCCB,UMPS,MRPL3,NCL,EVA1A,FN1,PASK,PRKD3,TRAK2,FARSB,MRPL37,AMPD2,SRM,UCHL5,WARS2,MTR,DARS2,NEK2,PIGZ,SET,DCAF4,SCPEP1,CHST3,TSFM,PFKFB2,DNPEP,EEF1E1,BMP4,SLC25A19,ATG4C,MRPS26,TRAP1,PAICS,PPAT,MRPS12,GAD1,OSGEPL1,IVD,SUMF2,GAMT,SLC27A1,SMPDL3B,PPT1,MRPS25,PPP1R1B,PTCD3,FIGNL1,PCNA,ALDH3B2,MMACHC,DPH2,LARS,C14orf159,EIF2S1,CAMK1,GSTM3,PSAT1,SRPK2,CDK4,USP37,MRPS9,PPIL1,PRCP,NARS2,GGH,MMP7,DCUN1D5,MMP13,ADCY3,SLC5A6,LRPPRC,ATIC,HERC6,HERC5,NUP54,ESD,WDR61,GCSH,COPS3,ARSG,GPR161,ALDH9A1,UCK2,ADAMTSL4,,PARP1,POLR2D,HSPD1,POMGNT2,IL17RD,ECE2,PYURF,SKP2,NHP2,RPL7L1,MRPS28,HABP2,PGAP2,CSRP2BP,ARID5B,ATP5A1,SUV39H2,PFKM,NADK2,PANK1,MED21,STK32B,ANAPC1,RPIA,NEIL2,FZD7,SLC26A2,PXYLP1,MTERF3,PTDSS1,TYSND1,BUB1B,ZFYVE9,LRP8,PAXIP1,ARSE,PEX10,MRPL17,DUSP2,AUTS2,ALG8,GART,ALDH4A1,ADAR,UBQLN4,FGFR4,C5orf45,NEU3,ASRGL1,TAF6L,FGF19,NUP35,FBXO41,INHBB,PTPN13,GMPS,CCR1,NMNAT3,GNL3,METAP1,BDH2,MAD2L1,ALDH7A1,DCAF13,SYK,FXN,STOML2,KBTBD6,PRDX3,GYLTL1B,HTRA1,NOLC1,C2,NGFRAP1,PLK1,NAB2,ELFN2,POP5,NDUFV1,KIAA1586,PDHB,KCTD6,ING5,AXIN2,GSTM4,UQCRFS1,UPF3A,MRPL1,PGM2,FAM161A,CRTAP,LONRF2,SERPINB9,SOX7,FAM98B,ADRA1D,DPAGT1,METAP1D,EIF1AX,TOMM20,B4GAT1,FBXW8,ATR,MRPS22,CCNE2,RUVBL1,DOK7,SHMT1,MAGEF1,GSG2,BEND3,MPI,PFAS,PRKRA,PPA1,D2HGDH,NPM1,ADI1,EPHB3,CNOT10,ZNRF3,PRKX,PTP4A3,PROS1,CDCA2,MRPL30,SMYD3,GSAP,BACE1,HPDL,TRABD2A,UROS,NOC2L,SF3B3,WDSUB1,ACADSB,IARS,WDR5,MAN2A2,PGAP1,SERPINA1,LRIG2,PRMT6,PDE7A,CFI,GSTM2,ALG3,,ARHGAP8,,PRKDC,PINX1,PIGY,FDXACB1,RASSF5,PIK3R2,SMYD3"
D	GO:0044782	0.655574567	0.930591205	22.41522491	21	316	cilium organization	0.96706587	"ENSG00000048342,ENSG00000072864,ENSG00000096872,ENSG00000103351,ENSG00000103494,ENSG00000105948,ENSG00000114107,ENSG00000117155,ENSG00000117650,ENSG00000138175,ENSG00000138587,ENSG00000144061,ENSG00000148019,ENSG00000163075,ENSG00000166851,ENSG00000170264,ENSG00000173588,ENSG00000187240,ENSG00000196363,ENSG00000204852,ENSG00000249115"	"CC2D2A,NDE1,IFT74,CLUAP1,RPGRIP1L,TTC26,CEP70,SSX2IP,NEK2,ARL3,MNS1,NPHP1,CEP78,CFAP221,PLK1,FAM161A,CEP83,DYNC2H1,WDR5,TCTN1,HAUS5"
D	GO:0006101	0.656297951	0.903043588	2.198961938	2	31	citrate metabolic process	0.96706587	"ENSG00000112992,ENSG00000168291"	"NNT,PDHB"
D	GO:0006692	0.656297951	0.903043588	2.198961938	2	31	prostanoid metabolic process	0.96706587	"ENSG00000008394,ENSG00000196139"	"MGST1,AKR1C3"
D	GO:0006693	0.656297951	0.903043588	2.198961938	2	31	prostaglandin metabolic process	0.96706587	"ENSG00000008394,ENSG00000196139"	"MGST1,AKR1C3"
D	GO:0007031	0.656297951	0.903043588	2.198961938	2	31	peroxisome organization	0.96706587	"ENSG00000034693,ENSG00000157911"	"PEX3,PEX10"
D	GO:0007405	0.656297951	0.903043588	2.198961938	2	31	neuroblast proliferation	0.96706587	"ENSG00000072864,ENSG00000104290"	"NDE1,FZD3"
D	GO:0009988	0.656297951	0.903043588	2.198961938	2	31	cell-cell recognition	0.96706587	"ENSG00000013725,ENSG00000166226"	"CD6,CCT2"
D	GO:0010165	0.656297951	0.903043588	2.198961938	2	31	response to X-ray	0.96706587	"ENSG00000095002,ENSG00000107485"	"MSH2,GATA3"
D	GO:0015837	0.656297951	0.903043588	2.198961938	2	31	amine transport	0.96706587	"ENSG00000101188,ENSG00000171873"	"NTSR1,ADRA1D"
D	GO:0031103	0.656297951	0.903043588	2.198961938	2	31	axon regeneration	0.96706587	"ENSG00000116984,ENSG00000198799"	"MTR,LRIG2"
D	GO:0031341	0.656297951	0.903043588	2.198961938	2	31	regulation of cell killing	0.96706587	"ENSG00000170542,ENSG00000185896"	"SERPINB9,LAMP1"
D	GO:0032459	0.656297951	0.903043588	2.198961938	2	31	regulation of protein oligomerization	0.96706587	"ENSG00000015475,ENSG00000186854"	"BID,TRABD2A"
D	GO:0032835	0.656297951	0.903043588	2.198961938	2	31	glomerulus development	0.96706587	"ENSG00000101144,ENSG00000125378"	"BMP7,BMP4"
D	GO:0042267	0.656297951	0.903043588	2.198961938	2	31	natural killer cell mediated cytotoxicity	0.96706587	"ENSG00000170542,ENSG00000185896"	"SERPINB9,LAMP1"
D	GO:0043616	0.656297951	0.903043588	2.198961938	2	31	keratinocyte proliferation	0.96706587	"ENSG00000125850,ENSG00000127152"	"OVOL2,BCL11B"
D	GO:0045616	0.656297951	0.903043588	2.198961938	2	31	regulation of keratinocyte differentiation	0.96706587	"ENSG00000125850,ENSG00000165272"	"OVOL2,AQP3"
D	GO:0045773	0.656297951	0.903043588	2.198961938	2	31	positive regulation of axon extension	0.96706587	"ENSG00000065320,ENSG00000115414"	"NTN1,FN1"
D	GO:0046530	0.656297951	0.903043588	2.198961938	2	31	photoreceptor cell differentiation	0.96706587	"ENSG00000138175,ENSG00000164588"	"ARL3,HCN1"
D	GO:0046637	0.656297951	0.903043588	2.198961938	2	31	regulation of alpha-beta T cell differentiation	0.96706587	"ENSG00000107485,ENSG00000165025"	"GATA3,SYK"
D	GO:0048260	0.656297951	0.903043588	2.198961938	2	31	positive regulation of receptor-mediated endocytosis	0.96706587	"ENSG00000131238,ENSG00000165025"	"PPT1,SYK"
